match_id,date,season,matchday,status,home_team,away_team,home_goals,away_goals,home_shots,away_shots,home_corners,away_corners,home_squad_value,away_squad_value,home_avg_age,away_avg_age,attendance
51139,2003-03-29,2003,1,FINISHED,CA Paranaense,Grêmio FBPA,2,0,,,,,,,,,
50828,2003-03-29,2003,1,FINISHED,Guarani FC,CR Vasco da Gama,4,2,,,,,,,,,
50946,2003-03-30,2003,1,FINISHED,Goiás EC,Paysandu SC,2,2,,,,,,,,,
50897,2003-03-30,2003,1,FINISHED,CR Flamengo,Coritiba FBC,1,1,,,,,,,,,
51042,2003-03-30,2003,1,FINISHED,SC Corinthians Paulista,CA Mineiro,0,3,,,,,,,,,
50911,2003-03-30,2003,1,FINISHED,Fortaleza EC,EC Bahia,0,0,,,,,,,,,
51068,2003-03-30,2003,1,FINISHED,EC Vitória,Figueirense FC,1,1,,,,,,,,,
51204,2003-03-30,2003,1,FINISHED,SC Internacional,Ponte Preta,1,1,,,,,,,,,
50867,2003-03-30,2003,1,FINISHED,Cruzeiro EC,São Caetano,2,2,,,,,,,,,
50980,2003-03-30,2003,1,FINISHED,Santos FC,Paraná Clube,2,2,,,,,,,,,
51158,2003-03-30,2003,1,FINISHED,Criciúma EC,Fluminense FC,2,0,,,,,,,,,
50963,2003-03-30,2003,1,FINISHED,Juventude,São Paulo FC,2,2,,,,,,,,,
51053,2003-04-05,2003,2,FINISHED,Coritiba FBC,SC Internacional,0,1,,,,,,,,,
51120,2003-04-05,2003,2,FINISHED,CA Mineiro,Santos FC,0,0,,,,,,,,,
50802,2003-04-05,2003,2,FINISHED,Grêmio FBPA,Guarani FC,3,1,,,,,,,,,
50994,2003-04-05,2003,2,FINISHED,Fluminense FC,Fortaleza EC,1,1,,,,,,,,,
51093,2003-04-06,2003,2,FINISHED,Paysandu SC,EC Vitória,1,2,,,,,,,,,
51101,2003-04-06,2003,2,FINISHED,Ponte Preta,Juventude,1,0,,,,,,,,,
50835,2003-04-06,2003,2,FINISHED,Paraná Clube,CA Paranaense,3,0,,,,,,,,,
51232,2003-04-06,2003,2,FINISHED,CR Vasco da Gama,Goiás EC,6,4,,,,,,,,,
51252,2003-04-06,2003,2,FINISHED,Figueirense FC,SC Corinthians Paulista,3,3,,,,,,,,,
50885,2003-04-06,2003,2,FINISHED,EC Bahia,CR Flamengo,1,2,,,,,,,,,
51024,2003-04-06,2003,2,FINISHED,São Paulo FC,Cruzeiro EC,2,4,,,,,,,,,
51192,2003-04-06,2003,2,FINISHED,São Caetano,Criciúma EC,3,2,,,,,,,,,
51090,2003-04-10,2003,4,FINISHED,Paysandu SC,Santos FC,2,1,,,,,,,,,
51196,2003-04-12,2003,3,FINISHED,SC Internacional,EC Bahia,2,0,,,,,,,,,
50968,2003-04-12,2003,3,FINISHED,Santos FC,Figueirense FC,2,0,,,,,,,,,
51151,2003-04-12,2003,3,FINISHED,CA Paranaense,CA Mineiro,1,2,,,,,,,,,
51034,2003-04-12,2003,3,FINISHED,SC Corinthians Paulista,Paysandu SC,6,1,,,,,,,,,
50854,2003-04-13,2003,3,FINISHED,Cruzeiro EC,Ponte Preta,3,0,,,,,,,,,
51169,2003-04-13,2003,3,FINISHED,Criciúma EC,São Paulo FC,1,1,,,,,,,,,
50954,2003-04-13,2003,3,FINISHED,Juventude,Coritiba FBC,2,1,,,,,,,,,
50934,2003-04-13,2003,3,FINISHED,Goiás EC,Grêmio FBPA,1,1,,,,,,,,,
50816,2003-04-13,2003,3,FINISHED,Guarani FC,Paraná Clube,2,0,,,,,,,,,
50898,2003-04-13,2003,3,FINISHED,CR Flamengo,Fluminense FC,4,1,,,,,,,,,
51069,2003-04-13,2003,3,FINISHED,EC Vitória,CR Vasco da Gama,2,1,,,,,,,,,
50918,2003-04-13,2003,3,FINISHED,Fortaleza EC,São Caetano,1,1,,,,,,,,,
51131,2003-04-17,2003,4,FINISHED,CA Mineiro,Guarani FC,3,2,,,,,,,,,
51227,2003-04-17,2003,4,FINISHED,CR Vasco da Gama,SC Corinthians Paulista,2,2,,,,,,,,,
51106,2003-04-17,2003,4,FINISHED,Ponte Preta,Criciúma EC,1,1,,,,,,,,,
50803,2003-04-17,2003,4,FINISHED,Grêmio FBPA,EC Vitória,2,1,,,,,,,,,
50880,2003-04-17,2003,4,FINISHED,EC Bahia,Juventude,3,1,,,,,,,,,
51241,2003-04-17,2003,4,FINISHED,Figueirense FC,CA Paranaense,1,1,,,,,,,,,
51188,2003-04-17,2003,4,FINISHED,São Caetano,CR Flamengo,1,1,,,,,,,,,
51062,2003-04-17,2003,4,FINISHED,Coritiba FBC,Cruzeiro EC,3,4,,,,,,,,,
50839,2003-04-18,2003,4,FINISHED,Paraná Clube,Goiás EC,3,1,,,,,,,,,
51012,2003-04-18,2003,4,FINISHED,São Paulo FC,Fortaleza EC,3,1,,,,,,,,,
50995,2003-04-18,2003,4,FINISHED,Fluminense FC,SC Internacional,3,1,,,,,,,,,
50892,2003-04-19,2003,12,FINISHED,CR Flamengo,Cruzeiro EC,3,0,,,,,,,,,
50890,2003-04-19,2003,5,FINISHED,EC Bahia,CA Mineiro,2,4,,,,,,,,,
51189,2003-04-19,2003,5,FINISHED,São Caetano,Grêmio FBPA,1,1,,,,,,,,,
50907,2003-04-19,2003,5,FINISHED,CR Flamengo,Santos FC,0,2,,,,,,,,,
51118,2003-04-20,2003,5,FINISHED,Ponte Preta,Paysandu SC,4,4,,,,,,,,,
50987,2003-04-20,2003,5,FINISHED,Fluminense FC,Paraná Clube,0,0,,,,,,,,,
51159,2003-04-20,2003,5,FINISHED,Criciúma EC,Guarani FC,1,0,,,,,,,,,
50861,2003-04-20,2003,5,FINISHED,Cruzeiro EC,Goiás EC,4,1,,,,,,,,,
50912,2003-04-20,2003,5,FINISHED,Fortaleza EC,CA Paranaense,1,0,,,,,,,,,
51205,2003-04-20,2003,5,FINISHED,SC Internacional,SC Corinthians Paulista,2,1,,,,,,,,,
50955,2003-04-20,2003,5,FINISHED,Juventude,EC Vitória,1,1,,,,,,,,,
51013,2003-04-20,2003,5,FINISHED,São Paulo FC,CR Vasco da Gama,3,1,,,,,,,,,
51044,2003-04-22,2003,5,FINISHED,Coritiba FBC,Figueirense FC,1,0,,,,,,,,,
50840,2003-04-26,2003,6,FINISHED,Paraná Clube,EC Bahia,3,1,,,,,,,,,
50824,2003-04-26,2003,6,FINISHED,Guarani FC,Cruzeiro EC,1,1,,,,,,,,,
51079,2003-04-26,2003,6,FINISHED,EC Vitória,SC Internacional,0,3,,,,,,,,,
51132,2003-04-26,2003,6,FINISHED,CA Mineiro,Coritiba FBC,1,2,,,,,,,,,
51234,2003-04-27,2003,6,FINISHED,Figueirense FC,Ponte Preta,0,0,,,,,,,,,
51035,2003-04-27,2003,6,FINISHED,SC Corinthians Paulista,CR Flamengo,1,1,,,,,,,,,
50930,2003-04-27,2003,6,FINISHED,Goiás EC,Juventude,7,0,,,,,,,,,
51152,2003-04-27,2003,6,FINISHED,CA Paranaense,Criciúma EC,4,2,,,,,,,,,
51094,2003-04-27,2003,6,FINISHED,Paysandu SC,São Paulo FC,5,2,,,,,,,,,
50804,2003-04-27,2003,6,FINISHED,Grêmio FBPA,Fluminense FC,0,1,,,,,,,,,
50969,2003-04-27,2003,6,FINISHED,Santos FC,Fortaleza EC,4,0,,,,,,,,,
51215,2003-04-27,2003,6,FINISHED,CR Vasco da Gama,São Caetano,1,0,,,,,,,,,
50868,2003-05-03,2003,7,FINISHED,Cruzeiro EC,CA Paranaense,5,2,,,,,,,,,
50899,2003-05-03,2003,7,FINISHED,CR Flamengo,EC Vitória,2,1,,,,,,,,,
50881,2003-05-03,2003,7,FINISHED,EC Bahia,Grêmio FBPA,2,1,,,,,,,,,
51177,2003-05-04,2003,7,FINISHED,São Caetano,Paysandu SC,2,0,,,,,,,,,
51017,2003-05-04,2003,7,FINISHED,São Paulo FC,Figueirense FC,3,2,,,,,,,,,
50956,2003-05-04,2003,7,FINISHED,Juventude,Guarani FC,1,1,,,,,,,,,
51173,2003-05-04,2003,7,FINISHED,Criciúma EC,Santos FC,1,3,,,,,,,,,
51054,2003-05-04,2003,7,FINISHED,Coritiba FBC,Paraná Clube,2,1,,,,,,,,,
50988,2003-05-04,2003,7,FINISHED,Fluminense FC,CR Vasco da Gama,0,0,,,,,,,,,
51107,2003-05-04,2003,7,FINISHED,Ponte Preta,CA Mineiro,2,1,,,,,,,,,
50924,2003-05-04,2003,7,FINISHED,Fortaleza EC,SC Corinthians Paulista,1,2,,,,,,,,,
51206,2003-05-04,2003,7,FINISHED,SC Internacional,Goiás EC,2,1,,,,,,,,,
51025,2003-05-10,2003,8,FINISHED,SC Corinthians Paulista,Criciúma EC,3,0,,,,,,,,,
50935,2003-05-10,2003,8,FINISHED,Goiás EC,CR Flamengo,1,1,,,,,,,,,
50847,2003-05-10,2003,8,FINISHED,Paraná Clube,Ponte Preta,3,2,,,,,,,,,
50981,2003-05-10,2003,8,FINISHED,Santos FC,Cruzeiro EC,0,2,,,,,,,,,
51095,2003-05-11,2003,8,FINISHED,Paysandu SC,Fluminense FC,2,2,,,,,,,,,
51235,2003-05-11,2003,8,FINISHED,Figueirense FC,São Caetano,3,0,,,,,,,,,
50817,2003-05-11,2003,8,FINISHED,Guarani FC,SC Internacional,3,0,,,,,,,,,
51140,2003-05-11,2003,8,FINISHED,CA Paranaense,Juventude,2,0,,,,,,,,,
51222,2003-05-11,2003,8,FINISHED,CR Vasco da Gama,EC Bahia,1,1,,,,,,,,,
50797,2003-05-11,2003,8,FINISHED,Grêmio FBPA,Coritiba FBC,1,0,,,,,,,,,
51070,2003-05-11,2003,8,FINISHED,EC Vitória,Fortaleza EC,2,1,,,,,,,,,
51133,2003-05-11,2003,8,FINISHED,CA Mineiro,São Paulo FC,2,2,,,,,,,,,
51178,2003-05-17,2003,9,FINISHED,São Caetano,CA Mineiro,2,0,,,,,,,,,
50989,2003-05-17,2003,9,FINISHED,Fluminense FC,Figueirense FC,3,0,,,,,,,,,
50957,2003-05-17,2003,9,FINISHED,Juventude,Santos FC,1,1,,,,,,,,,
50913,2003-05-18,2003,9,FINISHED,Fortaleza EC,Goiás EC,1,0,,,,,,,,,
50873,2003-05-18,2003,9,FINISHED,EC Bahia,Paysandu SC,2,0,,,,,,,,,
50862,2003-05-18,2003,9,FINISHED,Cruzeiro EC,SC Corinthians Paulista,1,1,,,,,,,,,
50900,2003-05-18,2003,9,FINISHED,CR Flamengo,Guarani FC,1,1,,,,,,,,,
51207,2003-05-18,2003,9,FINISHED,SC Internacional,CA Paranaense,1,1,,,,,,,,,
51055,2003-05-18,2003,9,FINISHED,Coritiba FBC,CR Vasco da Gama,1,1,,,,,,,,,
51108,2003-05-18,2003,9,FINISHED,Ponte Preta,Grêmio FBPA,2,1,,,,,,,,,
51006,2003-05-18,2003,9,FINISHED,São Paulo FC,Paraná Clube,2,0,,,,,,,,,
51170,2003-05-18,2003,9,FINISHED,Criciúma EC,EC Vitória,1,1,,,,,,,,,
51026,2003-05-24,2003,10,FINISHED,SC Corinthians Paulista,Juventude,3,0,,,,,,,,,
51121,2003-05-24,2003,10,FINISHED,CA Mineiro,Fluminense FC,3,0,,,,,,,,,
51216,2003-05-24,2003,10,FINISHED,CR Vasco da Gama,Ponte Preta,1,0,,,,,,,,,
50841,2003-05-24,2003,10,FINISHED,Paraná Clube,São Caetano,1,1,,,,,,,,,
51145,2003-05-25,2003,10,FINISHED,CA Paranaense,CR Flamengo,4,1,,,,,,,,,
50947,2003-05-25,2003,10,FINISHED,Goiás EC,Criciúma EC,0,2,,,,,,,,,
51071,2003-05-25,2003,10,FINISHED,EC Vitória,Cruzeiro EC,2,1,,,,,,,,,
51100,2003-05-25,2003,10,FINISHED,Paysandu SC,Coritiba FBC,1,3,,,,,,,,,
51236,2003-05-25,2003,10,FINISHED,Figueirense FC,EC Bahia,1,0,,,,,,,,,
50972,2003-05-25,2003,10,FINISHED,Santos FC,SC Internacional,2,1,,,,,,,,,
50811,2003-05-25,2003,10,FINISHED,Grêmio FBPA,São Paulo FC,1,2,,,,,,,,,
50825,2003-05-25,2003,10,FINISHED,Guarani FC,Fortaleza EC,2,1,,,,,,,,,
51102,2003-05-31,2003,11,FINISHED,Ponte Preta,São Caetano,0,0,,,,,,,,,
50855,2003-05-31,2003,11,FINISHED,Cruzeiro EC,Criciúma EC,2,0,,,,,,,,,
50996,2003-05-31,2003,11,FINISHED,Fluminense FC,CA Paranaense,2,1,,,,,,,,,
51208,2003-05-31,2003,11,FINISHED,SC Internacional,Paysandu SC,2,1,,,,,,,,,
51058,2003-05-31,2003,11,FINISHED,Coritiba FBC,Guarani FC,3,2,,,,,,,,,
50882,2003-06-01,2003,11,FINISHED,EC Bahia,Goiás EC,2,1,,,,,,,,,
51242,2003-06-01,2003,11,FINISHED,Figueirense FC,Grêmio FBPA,2,1,,,,,,,,,
50919,2003-06-01,2003,11,FINISHED,Fortaleza EC,Juventude,3,1,,,,,,,,,
51228,2003-06-01,2003,11,FINISHED,CR Vasco da Gama,CA Mineiro,2,2,,,,,,,,,
50848,2003-06-01,2003,11,FINISHED,Paraná Clube,CR Flamengo,6,2,,,,,,,,,
51027,2003-06-01,2003,11,FINISHED,SC Corinthians Paulista,EC Vitória,4,0,,,,,,,,,
50982,2003-06-01,2003,11,FINISHED,Santos FC,São Paulo FC,3,2,,,,,,,,,
50829,2003-06-07,2003,12,FINISHED,Guarani FC,Santos FC,1,2,,,,,,,,,
51072,2003-06-07,2003,12,FINISHED,EC Vitória,Fluminense FC,2,1,,,,,,,,,
50805,2003-06-07,2003,12,FINISHED,Grêmio FBPA,Fortaleza EC,3,1,,,,,,,,,
51126,2003-06-07,2003,12,FINISHED,CA Mineiro,Figueirense FC,1,1,,,,,,,,,
51179,2003-06-08,2003,12,FINISHED,São Caetano,SC Corinthians Paulista,1,0,,,,,,,,,
50948,2003-06-08,2003,12,FINISHED,Goiás EC,Coritiba FBC,1,2,,,,,,,,,
50949,2003-06-08,2003,12,FINISHED,Juventude,CR Vasco da Gama,0,0,,,,,,,,,
51082,2003-06-08,2003,12,FINISHED,Paysandu SC,Paraná Clube,3,0,,,,,,,,,
51160,2003-06-08,2003,12,FINISHED,Criciúma EC,SC Internacional,1,0,,,,,,,,,
51153,2003-06-08,2003,12,FINISHED,CA Paranaense,Ponte Preta,4,2,,,,,,,,,
51018,2003-06-08,2003,12,FINISHED,São Paulo FC,EC Bahia,2,2,,,,,,,,,
51045,2003-06-14,2003,13,FINISHED,Coritiba FBC,CA Paranaense,2,0,,,,,,,,,
51003,2003-06-14,2003,13,FINISHED,Fluminense FC,Goiás EC,2,3,,,,,,,,,
51112,2003-06-14,2003,13,FINISHED,Ponte Preta,Guarani FC,0,2,,,,,,,,,
50849,2003-06-15,2003,13,FINISHED,Paraná Clube,Juventude,1,2,,,,,,,,,
50883,2003-06-15,2003,13,FINISHED,EC Bahia,EC Vitória,2,1,,,,,,,,,
50856,2003-06-15,2003,13,FINISHED,Cruzeiro EC,CA Mineiro,0,0,,,,,,,,,
50798,2003-06-15,2003,13,FINISHED,Grêmio FBPA,SC Internacional,0,0,,,,,,,,,
51229,2003-06-15,2003,13,FINISHED,CR Vasco da Gama,CR Flamengo,1,2,,,,,,,,,
51041,2003-06-15,2003,13,FINISHED,SC Corinthians Paulista,São Paulo FC,1,2,,,,,,,,,
50925,2003-06-15,2003,13,FINISHED,Fortaleza EC,Paysandu SC,1,2,,,,,,,,,
50973,2003-06-15,2003,13,FINISHED,Santos FC,São Caetano,0,1,,,,,,,,,
51161,2003-06-15,2003,13,FINISHED,Criciúma EC,Figueirense FC,1,0,,,,,,,,,
50886,2003-06-19,2003,14,FINISHED,EC Bahia,Coritiba FBC,2,2,,,,,,,,,
51209,2003-06-21,2003,14,FINISHED,SC Internacional,Paraná Clube,2,1,,,,,,,,,
51007,2003-06-21,2003,14,FINISHED,São Paulo FC,Goiás EC,1,0,,,,,,,,,
51217,2003-06-21,2003,14,FINISHED,CR Vasco da Gama,Criciúma EC,2,0,,,,,,,,,
51134,2003-06-21,2003,14,FINISHED,CA Mineiro,Grêmio FBPA,3,2,,,,,,,,,
51001,2003-06-22,2003,14,FINISHED,Fluminense FC,Guarani FC,5,2,,,,,,,,,
51190,2003-06-22,2003,14,FINISHED,São Caetano,EC Vitória,2,1,,,,,,,,,
51096,2003-06-22,2003,14,FINISHED,Paysandu SC,CR Flamengo,2,2,,,,,,,,,
50958,2003-06-22,2003,14,FINISHED,Juventude,Cruzeiro EC,0,1,,,,,,,,,
51116,2003-06-22,2003,14,FINISHED,Ponte Preta,SC Corinthians Paulista,3,3,,,,,,,,,
51245,2003-06-22,2003,14,FINISHED,Figueirense FC,Fortaleza EC,2,2,,,,,,,,,
50970,2003-06-28,2003,15,FINISHED,Santos FC,EC Bahia,4,0,,,,,,,,,
50815,2003-06-28,2003,15,FINISHED,Grêmio FBPA,Juventude,1,4,,,,,,,,,
50920,2003-06-28,2003,15,FINISHED,Fortaleza EC,CR Vasco da Gama,0,1,,,,,,,,,
50908,2003-06-28,2003,15,FINISHED,CR Flamengo,Figueirense FC,0,2,,,,,,,,,
51046,2003-06-28,2003,15,FINISHED,Coritiba FBC,São Caetano,2,0,,,,,,,,,
50826,2003-06-29,2003,15,FINISHED,Guarani FC,São Paulo FC,0,1,,,,,,,,,
51063,2003-06-29,2003,15,FINISHED,EC Vitória,CA Paranaense,1,0,,,,,,,,,
51162,2003-06-29,2003,15,FINISHED,Criciúma EC,Paysandu SC,2,0,,,,,,,,,
51028,2003-06-29,2003,15,FINISHED,SC Corinthians Paulista,Fluminense FC,1,0,,,,,,,,,
50842,2003-06-29,2003,15,FINISHED,Paraná Clube,CA Mineiro,1,1,,,,,,,,,
50869,2003-06-29,2003,15,FINISHED,Cruzeiro EC,SC Internacional,3,2,,,,,,,,,
51233,2003-07-05,2003,16,FINISHED,CR Vasco da Gama,Paraná Clube,1,4,,,,,,,,,
51135,2003-07-05,2003,16,FINISHED,CA Mineiro,Paysandu SC,3,2,,,,,,,,,
51014,2003-07-05,2003,16,FINISHED,São Paulo FC,São Caetano,1,1,,,,,,,,,
51237,2003-07-05,2003,16,FINISHED,Figueirense FC,Cruzeiro EC,1,0,,,,,,,,,
51081,2003-07-06,2003,16,FINISHED,EC Vitória,Ponte Preta,1,4,,,,,,,,,
50974,2003-07-06,2003,16,FINISHED,Santos FC,Coritiba FBC,3,1,,,,,,,,,
50921,2003-07-06,2003,16,FINISHED,Fortaleza EC,Criciúma EC,0,1,,,,,,,,,
50990,2003-07-06,2003,16,FINISHED,Fluminense FC,EC Bahia,1,0,,,,,,,,,
50830,2003-07-06,2003,16,FINISHED,Guarani FC,Goiás EC,3,2,,,,,,,,,
51146,2003-07-06,2003,16,FINISHED,CA Paranaense,SC Corinthians Paulista,3,1,,,,,,,,,
50799,2003-07-06,2003,16,FINISHED,Grêmio FBPA,CR Flamengo,2,0,,,,,,,,,
50959,2003-07-06,2003,16,FINISHED,Juventude,SC Internacional,1,1,,,,,,,,,
51180,2003-07-09,2003,17,FINISHED,São Caetano,CA Paranaense,0,0,,,,,,,,,
51036,2003-07-09,2003,17,FINISHED,SC Corinthians Paulista,Santos FC,1,1,,,,,,,,,
51210,2003-07-10,2003,17,FINISHED,SC Internacional,CR Vasco da Gama,2,1,,,,,,,,,
50901,2003-07-10,2003,17,FINISHED,CR Flamengo,Juventude,2,1,,,,,,,,,
51083,2003-07-10,2003,17,FINISHED,Paysandu SC,Figueirense FC,1,0,,,,,,,,,
51059,2003-07-10,2003,17,FINISHED,Coritiba FBC,São Paulo FC,0,2,,,,,,,,,
50857,2003-07-10,2003,17,FINISHED,Cruzeiro EC,Fortaleza EC,2,0,,,,,,,,,
50936,2003-07-10,2003,17,FINISHED,Goiás EC,EC Vitória,1,1,,,,,,,,,
50874,2003-07-10,2003,17,FINISHED,EC Bahia,Guarani FC,2,0,,,,,,,,,
50843,2003-07-11,2003,17,FINISHED,Paraná Clube,Grêmio FBPA,3,1,,,,,,,,,
51163,2003-07-11,2003,17,FINISHED,Criciúma EC,CA Mineiro,1,0,,,,,,,,,
51103,2003-07-11,2003,17,FINISHED,Ponte Preta,Fluminense FC,3,0,,,,,,,,,
51141,2003-07-12,2003,18,FINISHED,CA Paranaense,Goiás EC,0,0,,,,,,,,,
50914,2003-07-12,2003,18,FINISHED,Fortaleza EC,SC Internacional,3,0,,,,,,,,,
51230,2003-07-12,2003,18,FINISHED,CR Vasco da Gama,Paysandu SC,0,2,,,,,,,,,
51004,2003-07-13,2003,18,FINISHED,Fluminense FC,São Paulo FC,1,3,,,,,,,,,
51164,2003-07-13,2003,18,FINISHED,Criciúma EC,Juventude,3,0,,,,,,,,,
51104,2003-07-13,2003,18,FINISHED,Ponte Preta,EC Bahia,1,0,,,,,,,,,
51246,2003-07-13,2003,18,FINISHED,Figueirense FC,Paraná Clube,4,2,,,,,,,,,
51064,2003-07-13,2003,18,FINISHED,EC Vitória,Santos FC,2,0,,,,,,,,,
51037,2003-07-13,2003,18,FINISHED,SC Corinthians Paulista,Coritiba FBC,0,1,,,,,,,,,
51122,2003-07-13,2003,18,FINISHED,CA Mineiro,CR Flamengo,1,0,,,,,,,,,
51193,2003-07-13,2003,18,FINISHED,São Caetano,Guarani FC,0,2,,,,,,,,,
50806,2003-07-13,2003,18,FINISHED,Grêmio FBPA,Cruzeiro EC,0,1,,,,,,,,,
50964,2003-07-17,2003,19,FINISHED,Juventude,Figueirense FC,1,2,,,,,,,,,
51214,2003-07-17,2003,19,FINISHED,SC Internacional,CA Mineiro,3,3,,,,,,,,,
50831,2003-07-17,2003,19,FINISHED,Guarani FC,EC Vitória,2,2,,,,,,,,,
50937,2003-07-17,2003,19,FINISHED,Goiás EC,SC Corinthians Paulista,1,1,,,,,,,,,
50875,2003-07-17,2003,19,FINISHED,EC Bahia,São Caetano,0,0,,,,,,,,,
51047,2003-07-17,2003,19,FINISHED,Coritiba FBC,Fluminense FC,3,0,,,,,,,,,
50863,2003-07-17,2003,19,FINISHED,Cruzeiro EC,CR Vasco da Gama,4,1,,,,,,,,,
50975,2003-07-17,2003,19,FINISHED,Santos FC,Ponte Preta,2,1,,,,,,,,,
50909,2003-07-17,2003,19,FINISHED,CR Flamengo,Fortaleza EC,0,2,,,,,,,,,
51091,2003-07-18,2003,19,FINISHED,Paysandu SC,Grêmio FBPA,1,1,,,,,,,,,
51008,2003-07-18,2003,19,FINISHED,São Paulo FC,CA Paranaense,2,0,,,,,,,,,
51197,2003-07-19,2003,20,FINISHED,SC Internacional,Figueirense FC,3,0,,,,,,,,,
51029,2003-07-19,2003,20,FINISHED,SC Corinthians Paulista,Guarani FC,1,0,,,,,,,,,
50928,2003-07-19,2003,20,FINISHED,Fortaleza EC,CA Mineiro,4,3,,,,,,,,,
51005,2003-07-19,2003,20,FINISHED,Fluminense FC,Santos FC,1,4,,,,,,,,,
51174,2003-07-20,2003,20,FINISHED,Criciúma EC,CR Flamengo,4,3,,,,,,,,,
50950,2003-07-20,2003,20,FINISHED,Juventude,Paysandu SC,2,0,,,,,,,,,
50938,2003-07-20,2003,20,FINISHED,Goiás EC,São Caetano,2,1,,,,,,,,,
51077,2003-07-20,2003,20,FINISHED,EC Vitória,São Paulo FC,0,2,,,,,,,,,
50864,2003-07-20,2003,20,FINISHED,Cruzeiro EC,Paraná Clube,5,1,,,,,,,,,
51218,2003-07-20,2003,20,FINISHED,CR Vasco da Gama,Grêmio FBPA,2,0,,,,,,,,,
51109,2003-07-20,2003,20,FINISHED,Ponte Preta,Coritiba FBC,1,1,,,,,,,,,
51147,2003-07-20,2003,20,FINISHED,CA Paranaense,EC Bahia,2,1,,,,,,,,,
51238,2003-07-24,2003,21,FINISHED,Figueirense FC,CR Vasco da Gama,0,0,,,,,,,,,
51084,2003-07-24,2003,21,FINISHED,Paysandu SC,Cruzeiro EC,3,0,,,,,,,,,
50876,2003-07-24,2003,21,FINISHED,EC Bahia,SC Corinthians Paulista,0,0,,,,,,,,,
50985,2003-07-24,2003,21,FINISHED,Santos FC,Goiás EC,3,3,,,,,,,,,
50845,2003-07-24,2003,21,FINISHED,Paraná Clube,Fortaleza EC,4,1,,,,,,,,,
51127,2003-07-24,2003,21,FINISHED,CA Mineiro,Juventude,2,1,,,,,,,,,
50818,2003-07-24,2003,21,FINISHED,Guarani FC,CA Paranaense,1,0,,,,,,,,,
51056,2003-07-25,2003,21,FINISHED,Coritiba FBC,EC Vitória,1,1,,,,,,,,,
51181,2003-07-25,2003,21,FINISHED,São Caetano,Fluminense FC,2,0,,,,,,,,,
51019,2003-07-25,2003,21,FINISHED,São Paulo FC,Ponte Preta,1,2,,,,,,,,,
50902,2003-07-25,2003,21,FINISHED,CR Flamengo,SC Internacional,2,1,,,,,,,,,
50812,2003-07-25,2003,21,FINISHED,Grêmio FBPA,Criciúma EC,0,2,,,,,,,,,
51148,2003-07-26,2003,22,FINISHED,CA Paranaense,Paysandu SC,1,1,,,,,,,,,
50976,2003-07-26,2003,22,FINISHED,Santos FC,CR Vasco da Gama,2,1,,,,,,,,,
50939,2003-07-26,2003,22,FINISHED,Goiás EC,CA Mineiro,1,1,,,,,,,,,
51080,2003-07-27,2003,22,FINISHED,EC Vitória,Paraná Clube,0,3,,,,,,,,,
50960,2003-07-27,2003,22,FINISHED,Juventude,Fluminense FC,2,1,,,,,,,,,
50870,2003-07-27,2003,22,FINISHED,Cruzeiro EC,EC Bahia,5,2,,,,,,,,,
50819,2003-07-27,2003,22,FINISHED,Guarani FC,Figueirense FC,3,0,,,,,,,,,
50929,2003-07-27,2003,22,FINISHED,Fortaleza EC,Ponte Preta,2,3,,,,,,,,,
50903,2003-07-27,2003,22,FINISHED,CR Flamengo,São Paulo FC,1,1,,,,,,,,,
51198,2003-07-27,2003,22,FINISHED,SC Internacional,São Caetano,0,0,,,,,,,,,
51030,2003-07-27,2003,22,FINISHED,SC Corinthians Paulista,Grêmio FBPA,1,0,,,,,,,,,
51175,2003-07-27,2003,22,FINISHED,Criciúma EC,Coritiba FBC,2,3,,,,,,,,,
50931,2003-07-31,2003,15,FINISHED,Goiás EC,Ponte Preta,0,0,,,,,,,,,
51154,2003-07-31,2003,14,FINISHED,CA Paranaense,Santos FC,0,2,,,,,,,,,
50844,2003-08-01,2003,19,FINISHED,Paraná Clube,Criciúma EC,2,1,,,,,,,,,
51002,2003-08-02,2003,23,FINISHED,Fluminense FC,Cruzeiro EC,2,2,,,,,,,,,
51020,2003-08-02,2003,23,FINISHED,São Paulo FC,SC Internacional,0,2,,,,,,,,,
50800,2003-08-02,2003,23,FINISHED,Grêmio FBPA,Santos FC,2,0,,,,,,,,,
51191,2003-08-02,2003,23,FINISHED,São Caetano,Juventude,1,1,,,,,,,,,
50846,2003-08-03,2003,23,FINISHED,Paraná Clube,SC Corinthians Paulista,1,1,,,,,,,,,
51110,2003-08-03,2003,23,FINISHED,Ponte Preta,CR Flamengo,1,1,,,,,,,,,
51223,2003-08-03,2003,23,FINISHED,CR Vasco da Gama,CA Paranaense,2,1,,,,,,,,,
51057,2003-08-03,2003,23,FINISHED,Coritiba FBC,Fortaleza EC,1,1,,,,,,,,,
51092,2003-08-03,2003,23,FINISHED,Paysandu SC,Guarani FC,6,1,,,,,,,,,
51123,2003-08-03,2003,23,FINISHED,CA Mineiro,EC Vitória,1,0,,,,,,,,,
51243,2003-08-03,2003,23,FINISHED,Figueirense FC,Goiás EC,0,1,,,,,,,,,
50887,2003-08-03,2003,23,FINISHED,EC Bahia,Criciúma EC,2,2,,,,,,,,,
51199,2003-08-07,2003,24,FINISHED,SC Internacional,Coritiba FBC,1,0,,,,,,,,,
