match_id,date,matchday,season,home_team,away_team,home_goals,away_goals,result,home_elo,away_elo,elo_diff,home_position,away_position,home_aproveitamento,away_aproveitamento,home_table_gd,away_table_gd,position_diff,home_form_pts,home_avg_gf,home_avg_ga,home_goal_diff,home_win_rate,home_draw_rate,home_home_form,away_form_pts,away_avg_gf,away_avg_ga,away_goal_diff,away_win_rate,away_draw_rate,away_away_form,home_form_pts_10,home_avg_gf_10,home_avg_ga_10,home_win_rate_10,away_form_pts_10,away_avg_gf_10,away_avg_ga_10,away_win_rate_10,h2h_home_wins,h2h_away_wins,h2h_draws,home_market_value_log,home_market_value_norm,home_squad_size,away_market_value_log,away_market_value_norm,away_squad_size,market_value_diff
51062,2003-04-17,4,2003,Coritiba FBC,Cruzeiro EC,3.0,4.0,A,1468.0,1532.0,-64.0,23,3,0.1111111111111111,0.7777777777777778,-2.0,5.0,-20,0.3333333333333333,0.6666666666666666,1.3333333333333333,-0.6666666666666666,0.0,0.3333333333333333,0.0,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,2.3333333333333335,3.0,1.3333333333333333,0.6666666666666666,0,0,0,3.4388,0.1348,96,5.061,0.7007,102,-1.6221999999999999
50995,2003-04-18,4,2003,Fluminense FC,SC Internacional,3.0,1.0,H,1470.1721796717984,1530.5304984710244,-60.358318799226026,24,4,0.1111111111111111,0.7777777777777778,-5.0,3.0,-20,0.3333333333333333,0.6666666666666666,2.3333333333333335,-1.666666666666667,0.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0,4.7094,0.4916,105,4.302,0.3257,156,0.4074
50839,2003-04-18,4,2003,Paraná Clube,Goiás EC,3.0,1.0,H,1499.8986648662635,1484.1013351337365,15.797329732527032,13,22,0.4444444444444444,0.2222222222222222,1.0,-2.0,9,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,2.3333333333333335,3.0,-0.6666666666666665,0.0,0.6666666666666666,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,3.0,0.0,0,0,0,3.0,0.3,25,3.0,0.3,25,0.0
51012,2003-04-18,4,2003,São Paulo FC,Fortaleza EC,3.0,1.0,H,1484.7024671725246,1500.0676591404801,-15.365191967955525,22,20,0.2222222222222222,0.3333333333333333,-2.0,0.0,-2,0.6666666666666666,1.6666666666666667,2.3333333333333335,-0.6666666666666667,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0,0,0,4.3926,0.357,117,3.0,0.3,25,1.3925999999999998
50892,2003-04-19,12,2003,CR Flamengo,Cruzeiro EC,3.0,0.0,H,1529.8907065335045,1545.0855809179218,-15.19487438441729,3,1,0.6666666666666666,0.8333333333333334,4.0,6.0,-2,2.0,2.0,1.0,1.0,0.5,0.5,2.0,2.5,3.25,1.75,1.5,0.75,0.25,3.0,2.0,2.0,1.0,0.5,2.5,3.25,1.75,0.75,0,0,0,5.4148,1.0,174,5.061,0.7007,102,0.35379999999999967
50890,2003-04-19,5,2003,EC Bahia,CA Mineiro,2.0,4.0,A,1486.8718751773815,1545.82972000299,-58.95784482560839,16,2,0.3333333333333333,0.8333333333333334,-1.0,5.0,-14,1.0,1.0,1.25,-0.25,0.25,0.25,1.5,2.5,2.0,0.75,1.25,0.75,0.25,3.0,1.0,1.0,1.25,0.25,2.5,2.0,0.75,0.75,0,0,0,4.6681,0.4716,87,4.4802,0.39,105,0.18789999999999996
51189,2003-04-19,5,2003,São Caetano,Grêmio FBPA,1.0,1.0,D,1516.605761447739,1518.0404102445577,-1.434648796818692,9,5,0.5,0.5833333333333334,1.0,1.0,-4,1.5,1.75,1.5,0.25,0.25,0.75,2.0,1.75,1.5,1.25,0.25,0.5,0.25,0.5,1.5,1.75,1.5,0.25,1.75,1.5,1.25,0.5,0,0,0,3.0,0.3,25,4.4468,0.3771,99,-1.4467999999999996
50907,2003-04-19,5,2003,CR Flamengo,Santos FC,0.0,2.0,A,1546.590010563615,1500.6701892096532,45.91982135396165,2,12,0.7333333333333333,0.4166666666666667,7.0,1.0,10,2.2,2.2,0.8,1.4000000000000001,0.6,0.4,2.3333333333333335,1.25,1.25,1.0,0.25,0.25,0.5,0.5,2.2,2.2,0.8,0.6,1.25,1.25,1.0,0.25,0,0,0,5.4148,1.0,174,4.5364,0.4128,102,0.8783999999999992
51118,2003-04-20,5,2003,Ponte Preta,Paysandu SC,4.0,4.0,D,1499.9337423890202,1484.0322782595129,15.901464129507303,14,20,0.4166666666666667,0.3333333333333333,-2.0,-5.0,6,1.25,0.75,1.25,-0.5,0.25,0.5,2.0,1.0,1.5,2.75,-1.25,0.25,0.25,0.5,1.25,0.75,1.25,0.25,1.0,1.5,2.75,0.25,0,0,0,3.0,0.3,25,3.0,0.3,25,0.0
50987,2003-04-20,5,2003,Fluminense FC,Paraná Clube,0.0,0.0,D,1488.9241532532749,1515.171671866689,-26.24751861341406,20,6,0.3333333333333333,0.5833333333333334,-3.0,3.0,-14,1.0,1.25,2.0,-0.75,0.25,0.25,2.0,1.75,2.0,1.25,0.75,0.5,0.25,0.5,1.0,1.25,2.0,0.25,1.75,2.0,1.25,0.5,0,0,0,4.7094,0.4916,105,3.0,0.3,25,1.7093999999999996
