date,season,home_team,away_team,result,bet_on,prob_model,odd,value,won,stake_flat,pl_flat,bankroll_flat,stake_kelly,pl_kelly,bankroll_kelly
,2025,Fluminense FC,São Paulo FC,H,H,0.824,1.55,1.278,True,34.18,18.8,1727.75,164.45,90.45,3379.39
,2025,CR Vasco da Gama,SC Internacional,H,H,0.513,2.54,1.303,True,34.56,53.21,1780.97,166.08,255.76,3635.15
,2025,EC Vitória,Mirassol FC,H,H,0.513,2.44,1.251,True,35.62,51.29,1832.26,158.68,228.51,3863.65
,2025,SC Corinthians Paulista,Botafogo FR,D,H,0.514,2.14,1.101,False,36.65,-36.65,1795.61,85.37,-85.37,3778.28
,2025,CR Vasco da Gama,Mirassol FC,A,H,0.513,2.15,1.103,False,35.91,-35.91,1759.7,84.36,-84.36,3693.92
,2025,Grêmio FBPA,Fluminense FC,A,A,0.454,2.56,1.162,True,35.19,54.9,1814.6,95.79,149.43,3843.35
,2025,RB Bragantino,EC Vitória,H,,,,,,0.0,0.0,1814.6,0.0,0.0,3843.35
,2025,São Paulo FC,SC Internacional,H,H,0.551,2.58,1.421,True,36.29,57.34,1871.95,192.17,303.62,4146.98
,2025,CA Mineiro,SE Palmeiras,A,A,0.523,2.36,1.234,True,37.44,50.92,1922.86,178.72,243.06,4390.03
,2025,Cruzeiro EC,Botafogo FR,D,,,,,,0.0,0.0,1922.86,0.0,0.0,4390.03
,2025,Mirassol FC,CR Flamengo,D,,,,,,0.0,0.0,1922.86,0.0,0.0,4390.03
,2025,SC Internacional,RB Bragantino,H,,,,,,0.0,0.0,1922.86,0.0,0.0,4390.03
,2025,CA Mineiro,CR Vasco da Gama,H,,,,,,0.0,0.0,1922.86,0.0,0.0,4390.03
,2025,EC Vitória,São Paulo FC,H,H,0.513,2.47,1.267,True,38.46,56.53,1979.39,199.21,292.84,4682.88
,2025,Fluminense FC,EC Bahia,H,H,0.604,1.79,1.081,True,39.59,31.27,2010.67,119.48,94.39,4777.26
,2025,Santos FC,Cruzeiro EC,H,,,,,,0.0,0.0,2010.67,0.0,0.0,4777.26
,2026,CA Mineiro,SE Palmeiras,D,,,,,,0.0,0.0,2010.67,0.0,0.0,4777.26
,2026,Coritiba FBC,RB Bragantino,A,A,0.454,2.87,1.302,True,40.21,75.2,2085.87,193.2,361.27,5138.54
,2026,SC Internacional,CA Paranaense,A,H,0.551,1.97,1.085,False,41.72,-41.72,2044.15,113.07,-113.07,5025.47
,2026,EC Vitória,Clube do Remo,H,,,,,,0.0,0.0,2044.15,0.0,0.0,5025.47
,2026,Fluminense FC,Grêmio FBPA,H,,,,,,0.0,0.0,2044.15,0.0,0.0,5025.47
,2026,Chapecoense AF,Santos FC,H,H,0.513,2.86,1.467,True,40.88,76.04,2120.19,251.27,467.37,5492.84
,2026,SC Corinthians Paulista,EC Bahia,A,H,0.513,2.21,1.133,False,42.4,-42.4,2077.79,151.48,-151.48,5341.36
,2026,São Paulo FC,CR Flamengo,H,,,,,,0.0,0.0,2077.79,0.0,0.0,5341.36
,2026,Mirassol FC,CR Vasco da Gama,H,,,,,,0.0,0.0,2077.79,0.0,0.0,5341.36
,2026,Botafogo FR,Cruzeiro EC,H,H,0.46,2.39,1.1,True,41.56,57.76,2135.55,95.78,133.14,5474.5
,2026,RB Bragantino,CA Mineiro,H,H,0.513,2.07,1.062,True,42.71,45.7,2181.25,78.88,84.41,5558.91
,2026,CR Flamengo,SC Internacional,D,,,,,,0.0,0.0,2181.25,0.0,0.0,5558.91
,2026,Clube do Remo,Mirassol FC,D,H,0.468,2.97,1.389,False,43.63,-43.63,2137.63,274.28,-274.28,5284.63
,2026,Santos FC,São Paulo FC,D,H,0.649,2.21,1.434,False,42.75,-42.75,2094.88,264.23,-264.23,5020.39
,2026,Grêmio FBPA,Botafogo FR,H,H,0.721,2.28,1.645,True,41.9,53.63,2148.5,251.02,321.31,5341.7
,2026,SE Palmeiras,EC Vitória,H,,,,,,0.0,0.0,2148.5,0.0,0.0,5341.7
,2026,EC Bahia,Fluminense FC,D,,,,,,0.0,0.0,2148.5,0.0,0.0,5341.7
,2026,CR Vasco da Gama,Chapecoense AF,D,,,,,,0.0,0.0,2148.5,0.0,0.0,5341.7
,2026,Cruzeiro EC,Coritiba FBC,A,,,,,,0.0,0.0,2148.5,0.0,0.0,5341.7
,2026,EC Vitória,CR Flamengo,A,A,0.687,1.61,1.106,True,42.97,26.21,2174.72,231.72,141.35,5483.05
,2026,Mirassol FC,Cruzeiro EC,D,,,,,,0.0,0.0,2174.72,0.0,0.0,5483.05
,2026,Chapecoense AF,Coritiba FBC,D,,,,,,0.0,0.0,2174.72,0.0,0.0,5483.05
,2026,CA Mineiro,Clube do Remo,D,,,,,,0.0,0.0,2174.72,0.0,0.0,5483.05
,2026,São Paulo FC,Grêmio FBPA,H,,,,,,0.0,0.0,2174.72,0.0,0.0,5483.05
,2026,CR Vasco da Gama,EC Bahia,A,H,0.513,2.23,1.144,False,43.49,-43.49,2131.22,160.18,-160.18,5322.87
,2026,CA Paranaense,Santos FC,H,H,0.604,1.99,1.201,True,42.62,42.2,2173.42,266.14,263.48,5586.35
,2026,Fluminense FC,Botafogo FR,H,H,0.744,1.8,1.339,True,43.47,34.77,2208.19,279.32,223.45,5809.8
,2026,SC Corinthians Paulista,RB Bragantino,H,,,,,,0.0,0.0,2208.19,0.0,0.0,5809.8
,2026,SC Internacional,SE Palmeiras,A,,,,,,0.0,0.0,2208.19,0.0,0.0,5809.8
,2026,CA Paranaense,SC Corinthians Paulista,A,H,0.513,2.59,1.328,False,44.16,-44.16,2164.03,290.49,-290.49,5519.31
,2026,RB Bragantino,CA Paranaense,D,,,,,,0.0,0.0,2164.03,0.0,0.0,5519.31
,2026,Clube do Remo,SC Internacional,D,H,0.513,3.22,1.651,False,43.28,-43.28,2120.75,275.97,-275.97,5243.35
,2026,Coritiba FBC,São Paulo FC,A,A,0.454,2.9,1.316,True,42.42,80.59,2201.34,218.09,414.37,5657.71
,2026,Cruzeiro EC,SC Corinthians Paulista,D,,,,,,0.0,0.0,2201.34,0.0,0.0,5657.71
,2026,SE Palmeiras,Fluminense FC,H,A,0.454,5.01,2.274,False,44.03,-44.03,2157.31,282.89,-282.89,5374.83
,2026,Grêmio FBPA,CA Mineiro,H,H,0.551,2.19,1.207,True,43.15,51.34,2208.66,233.27,277.59,5652.42
,2026,Santos FC,CR Vasco da Gama,H,H,0.552,2.02,1.116,True,44.17,45.06,2253.71,160.56,163.78,5816.19
